原始行号,说话人,文本内容,source,BERTopic主题ID_Erlangshen,事件ID_Hybrid_V5,是否为新事件开始_Hybrid_V5
2852,陈青青,阿姨再见。,87,0,365,FALSE
2853,许向东,儿子，,87,-1,366,TRUE
2854,许向东,这你这老丈人到底是干什么的，,87,-1,366,FALSE
2855,许向东,那车可不便宜呢。,87,-1,366,FALSE
2856,张虹,是啊。,87,1,366,FALSE
2857,许野,我不是说了吗？,87,0,367,TRUE
2858,许野,她爸是银行行长，,87,-1,367,FALSE
2859,许野,她妈呢，是一家上市公司的总裁。,87,-1,367,FALSE
2860,许向东,你，,87,0,367,FALSE
2861,许向东,你说的是真的呀？,87,0,367,FALSE
2862,张虹,哎呀，,87,1,367,FALSE
2863,张虹,儿子，咱们这个家庭身份，,87,1,367,FALSE
2864,张虹,呃，,87,1,367,FALSE
2865,张虹,这以后，哎呀，,87,1,367,FALSE
2866,张虹,你别被他们欺负了。,87,1,367,FALSE
2867,许野,咱家怎么了？,87,0,367,FALSE
2868,张虹,哎呦，,87,0,368,TRUE
2869,张虹,这。,87,0,368,FALSE
2870,许野,请允许我重新介绍，,87,0,368,FALSE
2871,许野,现在站在你们面前的，,87,0,368,FALSE
2872,许野,是全国十大杰出青年、信野商贸集团创始人兼董事长，许野。,87,0,368,FALSE
2873,许向东,哎呀，,87,-1,369,TRUE
2874,许向东,儿子，,87,-1,369,FALSE
2875,许向东,别说这车是你的啊，,87,-1,369,FALSE
2876,许向东,回头借我开开。,87,-1,369,FALSE
2877,许野,嗯，,87,0,369,FALSE
2878,许野,这车，可不是我的。,87,0,369,FALSE
2879,许野,这是我用您的身份信息，给您买的。,87,0,369,FALSE
2880,许野,这车是您的。,87,0,369,FALSE
2881,许向东,给我买的啊？,87,-1,370,TRUE
2882,许向东,我的车？,87,-1,370,FALSE
2883,张虹,老许。,87,0,371,TRUE
2884,许野,来吧，老许，许夫人。,87,-1,371,FALSE
2885,许野,您请。,87,1,371,FALSE
2886,许向东,小许子，可以啊。,87,1,371,FALSE
2887,许野,哎。,87,1,371,FALSE
2888,陈寒松,青青啊，,88,-1,371,FALSE
2889,陈寒松,我跟你妈考虑了一下，,88,-1,371,FALSE
2890,陈寒松,已经复婚了。,88,-1,371,FALSE
2891,江美琳,对，,88,1,371,FALSE
2892,江美琳,我们复婚了，,88,1,371,FALSE
2893,江美琳,我和你爸本来就还有感情，,88,1,371,FALSE
2894,江美琳,看他认错态度不错，,88,1,371,FALSE
2895,江美琳,就再给他一次机会。,88,1,371,FALSE
2896,陈青青,嗯。,88,7,371,FALSE
2897,张虹,哈哈哈就是呀，,88,1,372,TRUE
2898,张虹,太好了。,88,1,372,FALSE
2899,张虹,你看。,88,1,372,FALSE
2900,张虹,快快快，倒计时了。,88,0,372,FALSE
2901,所有人,五、四、三、二、一。新年快乐！,88,0,372,FALSE
2902,陈寒松,这是咱们两家人呢，第一次在一起过年，,88,1,373,TRUE
2903,陈寒松,我希望每一年啊咱们两家都能够和和睦睦地一起度过。,88,1,373,FALSE
2904,江美琳,好。,88,1,373,FALSE
2905,许野,爸，这有点你说错了，,88,-1,374,TRUE
2906,许野,咱们现在已经是一家人了。,88,-1,374,FALSE
2907,陈寒松,对对对，,88,1,374,FALSE
2908,陈寒松,咱们呀现在是一家人。,88,1,374,FALSE
2909,江美琳,对，一家人。,88,-1,374,FALSE
2910,陈寒松,祝咱们一家人，越来越好。,88,0,374,FALSE
2911,所有人,越来越好。,88,1,374,FALSE
2912,所有人,红红火火，新年快乐。,88,0,374,FALSE
2913,陈青青,小心。笨猪，怎么喝这么多？,88,-1,375,TRUE
2914,陈青青,笨猪，有你真好。,88,0,375,FALSE
2915,陈青青,我们要永远永远在一起。,88,0,375,FALSE
2916,许野,我们当然会永远在一起。,88,1,375,FALSE
